@relation Nomao

@attribute c2 numeric
@attribute c3 numeric
@attribute c4 numeric
@attribute c5 numeric
@attribute c6 numeric
@attribute c7 numeric
@attribute c8 {s,n}
@attribute c9 {s,n}
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c16 {m,s,n}
@attribute c17 {m,s,n}
@attribute c18 numeric
@attribute c19 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 {m,s,n}
@attribute c25 {m,s,n}
@attribute c26 numeric
@attribute c27 numeric
@attribute c28 numeric
@attribute c29 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 {m,s,n}
@attribute c33 {m,s,n}
@attribute c34 numeric
@attribute c35 numeric
@attribute c36 numeric
@attribute c37 numeric
@attribute c38 numeric
@attribute c39 numeric
@attribute c40 {m,s,n}
@attribute c41 {m,s,n}
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c46 numeric
@attribute c47 numeric
@attribute c48 {m,s,n}
@attribute c49 {m,s,n}
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute c56 {s,m,n}
@attribute c57 {s,m,n}
@attribute c58 numeric
@attribute c59 numeric
@attribute c60 numeric
@attribute c61 numeric
@attribute c62 numeric
@attribute c63 numeric
@attribute c64 {n,s,m}
@attribute c65 {n,s,m}
@attribute c66 numeric
@attribute c67 numeric
@attribute c68 numeric
@attribute c69 numeric
@attribute c70 numeric
@attribute c71 numeric
@attribute c72 {s,n,m}
@attribute c73 {s,n,m}
@attribute c74 numeric
@attribute c75 numeric
@attribute c76 numeric
@attribute c77 numeric
@attribute c78 numeric
@attribute c79 numeric
@attribute c80 {s,n,m}
@attribute c81 {s,n,m}
@attribute c82 numeric
@attribute c83 numeric
@attribute c84 numeric
@attribute c85 numeric
@attribute c86 numeric
@attribute c87 numeric
@attribute c88 {s,m,n}
@attribute c89 {s,m,n}
@attribute c90 numeric
@attribute c91 numeric
@attribute c92 numeric
@attribute c93 {m,n,s}
@attribute c94 numeric
@attribute c95 numeric
@attribute c96 numeric
@attribute c97 {m,s,n}
@attribute c98 numeric
@attribute c99 numeric
@attribute c100 numeric
@attribute c101 {s,n,m}
@attribute c102 numeric
@attribute c103 numeric
@attribute c104 numeric
@attribute c105 {s,n,m}
@attribute c106 numeric
@attribute c107 numeric
@attribute c108 numeric
@attribute c109 {s,n,m}
@attribute c110 numeric
@attribute c111 numeric
@attribute c112 numeric
@attribute c113 {n,m,s}
@attribute c114 numeric
@attribute c115 numeric
@attribute c116 numeric
@attribute c117 {n,m,s}
@attribute c118 numeric
@attribute c119 numeric
@attribute class {1,-1}

@data
0,0,0.282828,0.020202,0.28125,0.021277,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.285714,0.536364,0.421053,0.538462,0.34,n,n,0.6,0.428571,0.606061,0.517544,0.651163,0.428571,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000007,0.4,0.222222,n,?,?,?,m,?,?,?,n,0.99952,0.444444,0.266667,n,0.978625,0.4,0.2,n,?,?,?,m,?,?,?,m,0.999523,?,-1
1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.625,0.666667,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.571429,0.808974,0.741758,0.766667,0.685714,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999901,0.777778,0.357143,n,0.999944,0.6,0.375,n,0.999864,0.625,0.384615,n,0.999965,0.777778,0.583333,n,1,1,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999828,0.625,0.384615,n,0.999965,0.777778,0.538462,n,1,1,1
0.333333,0.25,0.471769,0.310587,0.195652,0.208955,n,n,0,0,0.833333,0.333333,1,1,n,n,?,?,?,?,?,?,m,m,0.8,0.8,0.88,0.825,0.896552,0.78125,n,n,?,?,?,?,?,?,m,m,0,0,0.714286,0.5,0.714286,0.5,n,n,1,1,1,1,1,1,s,s,0.833333,0.714286,0.846154,0.788462,0.674419,0.632653,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.0001,0.909091,0.6,n,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0.666667,0.5,0.653061,0.571429,0.6,0.419355,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.625,0.65625,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999675,0.555556,0.333333,n,0.999887,0.6,0.375,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.714286,0.833333,0.833333,0.675676,0.702703,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999868,0.555556,0.333333,n,0.999965,0.7,0.466667,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.190476,0,0.095238,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.4,0.285714,0.444444,0.333333,0.405405,0.240741,n,n,1,0.333333,0.5,0.5,0.333333,0.358974,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.975833,0.6,0.176471,n,0.996617,0.6,0.25,n,?,?,?,m,?,?,?,m,0.999376,?,1
0,0,0.253333,0,0.227273,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.26,0.108571,0.28,0.093023,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.375,0.375,0.5375,0.442857,0.6,0.380952,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000012,0.545455,0.263158,n,?,?,?,m,0.076923,0.5,0.285714,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,0.6,0.75,0.75,0.432432,0.447368,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.666667,0.848485,0.763636,0.83871,0.787879,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.875,0.933333,0.933333,0.914286,0.914286,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999847,0.555556,0.333333,n,0.999917,0.7,0.5,n,0.999807,0.625,0.384615,n,0.999993,0.666667,0.5,n,1,1,1
1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.5,0.545455,s,n,1,1,1,1,1,1,s,s,0.75,0.75,0.805556,0.770833,0.72,0.592593,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.714286,0.625,0.754074,0.711111,0.673469,0.576923,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999556,0.555556,0.285714,n,0.999953,0.538462,0.315789,n,1,1,1
1,1,1,1,1,1,s,s,0,0,0.1,0,0.1,0,n,n,0,0,0.5,0.25,0.5,0.25,n,n,0,0,0.166667,0.033333,0.147059,0.020833,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,1,1,1,s,?,?,?,n,1,1,1,s,1,1,1,s,0.919158,0.166667,0.1,n,0.953402,0.222222,0.173913,n,1,0.989977,1
0,0,0.21875,0,0.066667,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.571429,0.773077,0.703297,0.75,0.681818,n,n,1,0.857143,0.923077,0.923077,0.926829,0.925,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0.454545,0.142857,n,?,?,?,m,0.333333,0.5,0.25,n,0.996861,0.444444,0.25,n,0.999526,0.6,0.4,n,0.997332,0.25,0.133333,n,0.999715,0.666667,0.428571,n,0.99999,0.999993,1
0,0,0.32,0.116364,0.357143,0.090909,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,0.25,0.166667,0.461667,0.279167,0.277778,0.159091,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.285714,0.25,0.474444,0.347727,0.377358,0.223881,n,n,1,0.285714,0.444444,0.444444,0.333333,0.351351,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0,0.363636,0.117647,n,?,?,?,m,0.006993,0.6,0.375,n,0.990357,0.444444,0.176471,n,0.99121,0.4,0.235294,n,?,?,?,m,?,?,?,m,0.999827,?,-1
0,0,0.242857,0,0.066667,0,n,n,0,0,0.2,0,0.2,0,n,n,0,0,0,0,0,0,n,n,0,0,0.214286,0.023016,0.277778,0.057143,n,n,0.5,0.5,0.641026,0.552536,0.52,0.289474,n,n,?,?,?,?,?,?,m,m,0,0,0.3,0,0.3,0,n,n,0.2,0.125,0.337912,0.166239,0.305556,0.078125,n,n,0.2,0.125,0.353297,0.166239,0.466667,0.189189,n,n,0,0,0,0,0,0,n,n,1,1,1,1,1,1,s,s,0,0.2,0.047619,n,?,?,?,m,?,?,?,n,0.239896,0.222222,0,n,0.517496,0.3,0.105263,n,0.239887,0.125,0,n,0.517501,0.333333,0.111111,n,0.083973,0.083966,-1
0,0,0.208333,0,0.230769,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.666667,0.840909,0.818182,0.65625,0.631579,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999913,0.666667,0.428571,n,0.999948,0.6,0.375,n,?,?,?,m,?,?,?,m,1,?,1
0.666667,0.666667,0.733333,0.666667,0.75,0.526316,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.666667,0.727273,0.727273,0.580645,0.594595,n,n,1,0.857143,0.923077,0.923077,0.921053,0.918919,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.999284,0.444444,0.25,n,0.9999,0.8,0.333333,n,0.999996,0.75,0.545455,n,0.999954,0.777778,0.6,n,0.999999,1,1
0.714286,0.625,0.733333,0.666667,0.317073,0.509804,n,n,0,0,0.1,0,0.090909,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.166667,0.285714,0.285714,0.138889,0.166667,s,n,1,0.333333,0.5,0.5,0.333333,0.361111,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.991367,0.555556,0.25,n,0.957055,0.4,0.166667,n,0.999206,0.333333,0.1875,n,0.995993,0.3,0.166667,n,0.997915,0.999983,-1
0.5,0.5,0.833333,0.666667,0.818182,0.666667,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.875,0.933333,0.933333,0.883333,0.890909,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.995614,0.625,0.25,n,0.998519,0.555556,0.333333,n,1,0.999978,1
1,0.5,0.666667,0.666667,0.545455,0.583333,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.5,0.285714,0.5,0.285714,n,n,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.619048,0.738095,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.166667,0,0.166667,0,n,n,1,1,1,1,1,1,s,s,0.833333,0.714286,0.817405,0.782051,0.394737,0.541667,n,n,1,0.428571,0.6,0.6,0.439024,0.452381,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.993099,0.444444,0.176471,n,0.999328,0.5,0.294118,n,?,?,?,m,?,?,?,m,0.999951,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,0.833333,0.833333,0.981481,0.954545,0.967742,0.90625,n,n,?,?,?,?,?,?,m,m,0,0,0.5,0.285714,0.5,0.285714,n,n,1,1,1,1,1,1,s,s,0.75,0.666667,0.906536,0.843731,0.777778,0.666667,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.298788,0.060119,0.25,0.037037,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.285714,0.444444,0.444444,0.352941,0.371429,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.000015,0.428571,0.181818,n,1,1,1,s,1,1,1,s,0.977984,0.4,0.176471,n,0.971731,0.3,0.166667,n,1,0.998649,-1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.6,0.333333,0.6,0.333333,n,n,0,0,0.303704,0.146623,0.296296,0.148936,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.285714,0.25,0.528889,0.399085,0.5,0.306452,n,n,0.285714,0.25,0.528889,0.399085,0.543478,0.365079,n,n,0,0,0.6,0.333333,0.6,0.333333,n,n,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,0.083333,0.5,0.25,n,0.994548,0.333333,0.176471,n,0.985003,0.6,0.235294,n,0.994548,0.333333,0.176471,n,0.985003,0.6,0.235294,n,0.999738,0.999738,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.666667,0.872727,0.831169,0.741935,0.705882,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000168,0.636364,0.411765,n,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1
0.75,0.6,0.698413,0.666667,0.571429,0.5,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.875,0.777778,0.823529,0.823529,0.816327,0.823529,n,n,1,0.375,0.545455,0.545455,0.36,0.375,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999855,0.6,0.333333,n,0.99812,0.5,0.294118,n,0.985824,0.444444,0.125,n,0.984288,0.444444,0.25,n,0.999996,0.999539,1
1,0.5,0.666667,0.666667,0.8,0.818182,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1
0.666667,0.5,0.653061,0.571429,0.269231,0.4375,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0,0,0.498413,0.193732,0.282051,0.282051,n,n,1,0.25,0.4,0.4,0.272727,0.309524,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.997711,0.555556,0.25,n,0.983765,0.5,0.235294,n,?,?,?,m,?,?,?,m,0.999722,?,1
0.666667,0.666667,0.666667,0.666667,0.421053,0.538462,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.571429,0.722222,0.679487,0.594595,0.487805,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999944,0.555556,0.357143,n,0.999963,0.7,0.5,n,1,1,1
1,1,1,1,0.52,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.725,0.829268,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.5,0.666667,0.666667,0.416667,0.52381,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.844444,0.826667,0.886364,0.847826,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000015,0.454545,0.277778,n,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,1,0.9,0.727273,n,1,0.8,0.615385,n,1,1,1
0,0,0.245238,0,0.142857,0,n,n,1,1,1,1,1,1,s,s,0,0,0.8,0.333333,0.8,0.333333,n,n,0,0,0.196875,0,0.214286,0,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.333333,0.25,0.526786,0.333333,0.54,0.271429,n,n,0.333333,0.25,0.526786,0.333333,0.54,0.271429,n,n,0,0,0.8,0.333333,0.8,0.333333,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.988788,0.444444,0.176471,n,0.985762,0.4,0.222222,n,0.98951,0.625,0.2,n,0.985211,0.555556,0.25,n,0.999663,0.999662,-1
1,0.75,0.857143,0.857143,0.807692,0.814815,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.875,0.933333,0.933333,0.651163,0.928571,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.75,0.75,0.973684,0.921053,0.9375,0.806452,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.857143,0.857143,0.857143,0.615385,0.763158,n,n,0.5,0.333333,0.493506,0.425882,0.454545,0.316456,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.997984,0.666667,0.25,n,0.998134,0.6,0.294118,n,?,?,?,m,?,?,?,m,0.999992,?,1
0,0,0.095238,0,0.090909,0,n,n,0,0,0.833333,0.333333,1,1,n,n,?,?,?,?,?,?,m,m,0.75,0.333333,0.587912,0.519231,0.302326,0.384615,n,n,?,?,?,?,?,?,m,m,0,0,0.714286,0.5,0.714286,0.5,n,n,1,1,1,1,1,1,s,s,0.666667,0.333333,0.617725,0.519444,0.40625,0.442623,n,n,1,0.538462,0.7,0.7,0.521127,0.678571,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.999986,0.5,0.285714,n,0.999941,0.7,0.4,n,?,?,?,m,?,?,?,m,1,?,1
0.5,0.333333,0.466667,0.4,0.263158,0.304348,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.75,0.3,0.5,0.428571,0.27451,0.206349,n,n,0,0,0.166667,0,0.166667,0,n,n,1,1,1,1,1,1,s,s,0.833333,0.714286,0.817405,0.782051,0.526316,0.541667,n,n,1,0.428571,0.6,0.6,0.439024,0.452381,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.993099,0.444444,0.176471,n,0.999328,0.5,0.294118,n,?,?,?,m,?,?,?,m,0.999951,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.657895,0.945946,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.989867,0.555556,0.2,n,0.995791,0.555556,0.272727,n,1,0.999877,1
1,0.5,0.666667,0.666667,0.461538,0.461538,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.5,0.545455,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.714286,0.835897,0.807692,0.756757,0.736842,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999868,0.555556,0.357143,n,0.999966,0.7,0.5,n,1,1,1
0,0,0.071429,0,0.1875,0,n,n,0,0,0.8,0.466667,0.8,0.466667,n,n,1,1,1,1,1,1,s,s,0.2,0.125,0.44359,0.278632,0.305556,0.191489,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.25,0.181818,0.524812,0.368421,0.47541,0.315789,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.125,0.75,0.428571,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
0.5,0.2,0.285714,0.285714,0.210526,0.111111,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.25,0.25,0.36875,0.25,0.4375,0.137931,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.571429,0.571429,0.639286,0.571429,0.75,0.5,n,n,0.571429,0.571429,0.625,0.571429,0.717949,0.470588,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.333333,0.666667,0.333333,n,0.99492,0.5,0.25,n,0.99853,0.7,0.4,n,0.994978,0.666667,0.285714,n,0.998351,0.666667,0.333333,n,0.999972,0.999972,-1
