@relation bank-full-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute age numeric
@attribute job {management,technician,entrepreneur,blue-collar,unknown,retired,admin.,services,self-employed,unemployed,housemaid,student}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute class {no,yes}

@data
39,management,married,tertiary,no,63,yes,no,cellular,16,apr,479,1,330,1,failure,no
38,blue-collar,married,primary,no,-326,yes,no,unknown,16,may,237,3,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,287,yes,yes,unknown,30,may,83,2,-1,0,unknown,no
31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,175,2,2,1,other,no
32,admin.,single,secondary,no,73,yes,no,unknown,28,may,545,1,-1,0,unknown,no
36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,2354,no,yes,unknown,27,may,98,1,-1,0,unknown,no
26,management,married,secondary,no,288,yes,no,cellular,22,jul,714,1,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,16,may,274,8,-1,0,unknown,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,nov,141,2,111,10,failure,no
38,technician,divorced,tertiary,no,348,no,no,unknown,20,jun,446,1,-1,0,unknown,no
45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,0,unknown,no
48,admin.,married,secondary,no,44,no,yes,cellular,25,aug,98,3,-1,0,unknown,no
37,unemployed,divorced,secondary,no,57,yes,no,cellular,28,jan,99,1,-1,0,unknown,no
54,services,married,secondary,no,510,yes,no,unknown,6,may,196,2,-1,0,unknown,no
32,technician,single,tertiary,no,632,no,yes,cellular,6,aug,103,2,-1,0,unknown,no
29,blue-collar,single,primary,no,3508,yes,no,cellular,17,apr,462,1,-1,0,unknown,no
37,services,single,secondary,no,54,yes,no,cellular,10,jul,118,1,-1,0,unknown,no
34,management,single,tertiary,no,382,no,no,cellular,3,nov,193,1,-1,0,unknown,no
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,no
47,blue-collar,married,primary,no,-100,yes,no,unknown,15,may,374,1,-1,0,unknown,no
34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no
34,technician,married,secondary,no,96,no,no,cellular,18,aug,113,4,-1,0,unknown,no
45,management,married,tertiary,no,22815,no,no,cellular,26,aug,653,8,-1,0,unknown,no
37,unemployed,single,primary,no,3777,no,no,cellular,5,feb,206,3,-1,0,unknown,no
29,technician,single,tertiary,no,313,no,yes,cellular,8,jul,227,2,-1,0,unknown,no
31,admin.,married,secondary,no,782,yes,no,cellular,20,nov,427,1,-1,0,unknown,no
39,housemaid,married,tertiary,no,75,yes,no,unknown,20,may,332,2,-1,0,unknown,no
55,services,divorced,secondary,no,1735,no,no,unknown,20,jun,375,2,-1,0,unknown,no
32,technician,single,secondary,no,1210,yes,yes,cellular,7,may,107,1,344,4,failure,no
32,management,single,tertiary,no,223,no,no,cellular,29,jan,365,1,-1,0,unknown,no
49,retired,divorced,secondary,no,-268,yes,no,cellular,15,jul,111,5,-1,0,unknown,no
31,technician,married,tertiary,no,338,no,no,cellular,6,aug,184,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,211,yes,no,telephone,8,may,546,3,368,4,failure,no
64,retired,married,tertiary,no,2139,no,no,cellular,14,oct,632,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1135,yes,no,unknown,27,may,35,1,-1,0,unknown,no
50,management,divorced,secondary,no,-35,yes,no,cellular,18,aug,207,5,-1,0,unknown,no
55,management,married,tertiary,no,6880,no,no,cellular,8,aug,353,2,-1,0,unknown,no
45,blue-collar,divorced,primary,no,452,yes,no,cellular,9,jul,96,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,2067,yes,no,cellular,11,may,208,4,325,4,failure,no
38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,1905,yes,no,unknown,2,jun,164,4,-1,0,unknown,no
27,blue-collar,single,primary,no,1518,yes,no,unknown,21,may,700,3,-1,0,unknown,no
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,185,3,73,1,failure,no
36,unemployed,married,primary,no,646,no,no,cellular,5,feb,148,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,2469,yes,no,cellular,7,may,232,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1454,yes,no,telephone,20,apr,19,6,-1,0,unknown,no
44,management,married,tertiary,no,368,no,no,cellular,9,jul,73,3,-1,0,unknown,no
61,retired,married,secondary,no,123,no,no,cellular,7,jul,112,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,no
31,admin.,single,tertiary,no,701,yes,no,unknown,23,may,301,2,-1,0,unknown,no
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
43,housemaid,married,primary,no,522,no,no,unknown,5,jun,86,1,-1,0,unknown,no
40,management,married,tertiary,no,87,yes,yes,cellular,21,nov,114,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,175,yes,no,unknown,8,may,49,4,-1,0,unknown,no
43,technician,married,secondary,no,373,no,no,telephone,29,jan,221,1,-1,0,unknown,no
41,admin.,single,secondary,no,26,no,no,cellular,8,jul,428,1,-1,0,unknown,no
46,services,married,secondary,no,-119,yes,no,cellular,15,may,138,2,297,3,failure,no
46,technician,married,secondary,no,1571,yes,no,unknown,7,may,489,2,-1,0,unknown,no
37,admin.,single,secondary,no,1066,yes,no,unknown,28,may,83,4,-1,0,unknown,no
57,retired,married,secondary,no,3545,yes,no,unknown,14,may,138,2,-1,0,unknown,no
30,management,single,tertiary,no,365,yes,no,cellular,13,may,76,3,-1,0,unknown,no
41,technician,single,unknown,no,2701,yes,no,cellular,6,feb,278,4,-1,0,unknown,no
33,management,single,tertiary,no,4835,no,no,cellular,6,may,362,2,-1,0,unknown,no
33,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,-1,0,unknown,yes
46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown,yes
34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,no
34,services,married,primary,no,285,yes,no,cellular,3,feb,625,4,-1,0,unknown,no
59,retired,married,secondary,no,4457,no,no,cellular,28,jan,127,2,-1,0,unknown,no
30,management,single,tertiary,no,222,no,yes,cellular,4,feb,111,1,204,2,other,no
38,management,single,tertiary,no,0,yes,no,unknown,8,may,92,3,-1,0,unknown,no
39,admin.,single,secondary,no,-25,yes,no,unknown,6,may,576,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-130,yes,no,cellular,22,jul,124,2,-1,0,unknown,no
37,management,married,tertiary,no,785,yes,no,cellular,17,nov,219,2,-1,0,unknown,no
27,admin.,single,secondary,no,1,no,no,cellular,3,jun,42,1,-1,0,unknown,no
38,technician,married,secondary,no,133,yes,no,unknown,28,may,156,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,750,yes,yes,cellular,9,jul,175,1,-1,0,unknown,no
51,technician,married,tertiary,no,1537,no,yes,cellular,14,jul,400,3,-1,0,unknown,no
39,admin.,divorced,secondary,no,1089,yes,no,cellular,14,may,128,1,-1,0,unknown,no
33,services,married,secondary,no,-27,yes,no,cellular,18,jul,216,2,-1,0,unknown,no
60,retired,married,primary,no,115,no,no,cellular,11,aug,82,2,-1,0,unknown,no
38,management,single,tertiary,no,900,yes,no,unknown,2,jun,156,1,-1,0,unknown,no
27,entrepreneur,married,secondary,no,220,yes,no,unknown,19,may,480,1,-1,0,unknown,no
60,services,married,secondary,no,8837,yes,no,unknown,16,may,144,4,-1,0,unknown,no
41,admin.,married,primary,no,1316,yes,no,cellular,30,apr,127,3,-1,0,unknown,no
24,unemployed,single,tertiary,no,39,yes,no,unknown,20,jun,15,3,-1,0,unknown,no
58,retired,married,secondary,no,5523,no,no,unknown,20,jun,141,1,-1,0,unknown,no
20,services,single,secondary,no,-103,yes,no,unknown,13,may,180,1,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,cellular,26,may,401,1,-1,0,unknown,no
39,admin.,single,tertiary,no,23,no,no,unknown,11,jun,162,3,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other,no
54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,unknown,no
28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
31,management,married,secondary,no,625,yes,no,cellular,20,nov,136,1,-1,0,unknown,no
38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
18,student,single,primary,no,608,no,no,cellular,12,aug,267,1,-1,0,unknown,yes
44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163,1,-1,0,unknown,no
38,services,married,secondary,no,293,no,no,unknown,20,jun,70,2,-1,0,unknown,no
31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,0,unknown,yes
27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,yes
31,management,single,tertiary,no,3981,yes,no,cellular,18,jul,286,1,-1,0,unknown,no
44,technician,divorced,secondary,no,-865,yes,no,cellular,20,apr,334,1,-1,0,unknown,no
60,blue-collar,married,primary,no,686,yes,no,unknown,17,jun,147,2,-1,0,unknown,no
34,services,divorced,secondary,no,78,yes,no,unknown,7,may,35,3,-1,0,unknown,no
43,admin.,married,primary,no,482,yes,no,unknown,6,jun,1041,13,-1,0,unknown,no
50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,311,yes,no,cellular,7,may,798,2,-1,0,unknown,yes
53,admin.,married,secondary,no,2924,no,no,cellular,19,nov,800,6,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,0,no,no,telephone,18,jun,390,15,-1,0,unknown,no
33,technician,married,secondary,no,1,yes,no,cellular,15,mar,261,4,-1,0,unknown,no
48,blue-collar,married,secondary,no,2697,yes,yes,unknown,26,may,79,5,-1,0,unknown,no
46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80,1,-1,0,unknown,no
39,technician,single,tertiary,no,1674,no,no,cellular,15,may,12,10,178,1,failure,no
44,admin.,married,tertiary,no,348,yes,yes,cellular,16,feb,170,2,-1,0,unknown,yes
32,blue-collar,married,primary,no,252,yes,no,cellular,15,may,52,1,-1,0,unknown,no
51,technician,married,secondary,no,317,no,no,cellular,13,aug,328,4,-1,0,unknown,no
28,blue-collar,single,secondary,no,1103,yes,no,unknown,4,jun,14,11,-1,0,unknown,no
38,technician,divorced,secondary,no,-397,yes,yes,cellular,21,jul,91,9,-1,0,unknown,no
38,technician,married,tertiary,no,0,no,no,unknown,12,jun,112,2,-1,0,unknown,no
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown,yes
36,services,single,secondary,no,774,yes,no,unknown,20,may,140,1,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes
34,services,married,secondary,no,0,yes,no,cellular,17,jul,75,3,-1,0,unknown,no
57,blue-collar,married,primary,no,137,no,yes,telephone,18,jul,54,7,-1,0,unknown,no
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,1,-1,0,unknown,yes
56,retired,divorced,secondary,no,-82,no,yes,cellular,29,jul,234,6,-1,0,unknown,no
54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,106,1,105,3,success,yes
39,technician,divorced,secondary,no,511,no,yes,cellular,23,jul,148,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,830,yes,no,unknown,19,may,68,2,-1,0,unknown,no
29,management,single,tertiary,no,941,yes,no,unknown,27,may,160,1,-1,0,unknown,no
32,technician,single,secondary,no,483,no,no,cellular,8,aug,580,3,-1,0,unknown,yes
32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure,yes
54,self-employed,married,secondary,no,2191,yes,no,telephone,31,jul,96,6,-1,0,unknown,no
61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,1,91,5,success,yes
25,management,single,tertiary,no,1129,no,no,cellular,8,jul,452,2,-1,0,unknown,no
56,retired,married,primary,no,-299,yes,no,unknown,28,may,68,1,-1,0,unknown,no
31,technician,married,tertiary,no,3564,no,no,cellular,18,nov,1377,1,-1,0,unknown,no
28,student,single,secondary,no,39,yes,no,cellular,20,apr,149,1,-1,0,unknown,no
57,entrepreneur,married,secondary,no,2464,no,no,cellular,1,jun,113,1,-1,0,unknown,no
33,technician,single,secondary,no,6106,no,no,cellular,5,feb,345,1,-1,0,unknown,no
54,self-employed,married,secondary,no,153,yes,no,unknown,5,jun,40,1,-1,0,unknown,no
26,technician,married,tertiary,no,233,yes,no,cellular,25,jul,175,1,-1,0,unknown,no
51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
47,management,married,primary,no,2793,yes,no,telephone,25,jul,102,4,-1,0,unknown,no
35,blue-collar,married,primary,no,234,no,no,unknown,11,jun,88,5,-1,0,unknown,no
69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,yes
37,technician,married,secondary,no,6963,yes,no,cellular,22,dec,158,2,-1,0,unknown,no
25,services,single,secondary,no,-41,no,yes,cellular,14,jul,114,2,-1,0,unknown,no
33,management,single,tertiary,no,627,no,no,cellular,27,aug,61,5,-1,0,unknown,no
50,technician,married,primary,no,249,yes,no,unknown,6,may,129,1,-1,0,unknown,no
60,management,married,tertiary,no,5041,no,no,cellular,4,may,8,7,181,1,success,no
37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure,no
39,management,married,tertiary,no,2877,yes,no,unknown,6,may,278,1,-1,0,unknown,no
60,services,married,secondary,no,4428,no,no,cellular,9,nov,125,1,96,6,failure,no
31,technician,married,secondary,no,518,yes,no,cellular,25,aug,348,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,yes
69,management,married,tertiary,no,840,no,no,telephone,5,feb,128,3,-1,0,unknown,yes
37,self-employed,single,secondary,no,125,no,no,unknown,5,jun,56,1,-1,0,unknown,no
45,blue-collar,married,primary,no,300,yes,no,cellular,29,jan,203,1,261,3,failure,no
34,blue-collar,single,secondary,no,4963,yes,no,cellular,18,jul,226,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,362,yes,no,cellular,15,may,76,2,-1,0,unknown,no
38,technician,married,secondary,no,557,yes,no,cellular,16,nov,1556,4,-1,0,unknown,yes
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success,yes
46,admin.,married,secondary,no,2148,no,no,cellular,8,aug,176,4,-1,0,unknown,no
27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,-1,0,unknown,no
40,technician,divorced,secondary,no,348,yes,no,cellular,5,aug,142,2,-1,0,unknown,no
30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,failure,no
34,management,married,tertiary,no,731,yes,no,cellular,21,nov,378,4,-1,0,unknown,no
42,blue-collar,married,primary,no,142,yes,no,cellular,14,may,11,5,-1,0,unknown,no
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,2,92,4,success,yes
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,735,yes,no,unknown,4,jun,130,3,-1,0,unknown,no
37,technician,single,secondary,no,274,no,no,cellular,8,aug,173,3,-1,0,unknown,no
30,admin.,married,secondary,no,1589,yes,no,cellular,18,nov,51,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,902,yes,no,unknown,14,may,71,1,-1,0,unknown,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no
40,blue-collar,married,primary,no,238,no,no,unknown,20,jun,6,3,-1,0,unknown,no
32,technician,married,tertiary,no,401,yes,no,cellular,24,jul,200,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,454,yes,no,cellular,10,jul,154,1,-1,0,unknown,no
59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304,1,-1,0,unknown,no
37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,no
32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255,2,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,954,yes,yes,cellular,4,feb,532,2,-1,0,unknown,no
73,retired,married,tertiary,no,448,no,no,cellular,22,jun,68,1,90,1,success,no
42,technician,single,secondary,no,-15,no,no,unknown,25,jun,71,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,340,1,183,2,failure,no
38,student,married,secondary,no,134,no,no,cellular,27,aug,91,8,-1,0,unknown,no
53,blue-collar,married,unknown,no,960,no,yes,unknown,24,jun,180,1,687,2,other,no
59,blue-collar,married,secondary,no,16869,no,no,cellular,19,nov,107,1,-1,0,unknown,no
52,blue-collar,married,primary,no,126,no,no,unknown,23,may,93,4,-1,0,unknown,no
35,technician,single,secondary,no,353,yes,no,cellular,20,apr,8,3,-1,0,unknown,no
35,management,married,tertiary,no,222,yes,no,cellular,18,nov,187,2,-1,0,unknown,no
33,management,married,tertiary,no,137,yes,yes,cellular,21,aug,70,2,-1,0,unknown,no
31,services,married,secondary,no,-704,yes,no,unknown,27,may,195,2,-1,0,unknown,no
58,management,married,tertiary,no,172,no,no,cellular,19,aug,145,7,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,2198,no,no,unknown,16,jun,170,6,-1,0,unknown,no
26,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,no
23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
37,blue-collar,married,secondary,no,0,no,yes,cellular,10,jul,351,2,-1,0,unknown,no
39,technician,single,tertiary,no,434,yes,no,cellular,28,jan,169,2,-1,0,unknown,no
47,technician,divorced,secondary,no,-105,no,no,telephone,28,aug,192,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,544,no,no,unknown,17,jun,97,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153,4,-1,0,unknown,yes
56,blue-collar,divorced,primary,no,12,no,no,cellular,20,nov,282,2,135,1,failure,no
47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown,no
40,housemaid,married,tertiary,no,795,yes,no,unknown,29,may,725,3,-1,0,unknown,no
43,blue-collar,married,primary,no,108,yes,yes,unknown,15,may,420,4,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,11,-1,0,unknown,no
47,blue-collar,married,primary,no,2642,no,no,cellular,13,aug,310,2,-1,0,unknown,no
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,yes
26,student,single,tertiary,no,1804,no,no,cellular,6,apr,156,2,-1,0,unknown,no
28,admin.,single,secondary,no,261,yes,yes,cellular,30,jul,269,7,182,9,success,no
36,services,married,secondary,no,924,yes,yes,cellular,20,apr,173,4,-1,0,unknown,no
39,admin.,single,secondary,no,782,yes,no,cellular,5,may,542,4,47,11,other,no
44,blue-collar,divorced,secondary,no,1781,yes,no,cellular,29,jul,48,3,-1,0,unknown,no
49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,yes
46,blue-collar,married,unknown,no,209,no,no,cellular,11,aug,72,2,-1,0,unknown,no
30,student,married,tertiary,no,324,no,no,cellular,25,aug,585,4,-1,0,unknown,no
37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no
43,services,married,secondary,no,6346,yes,no,cellular,11,may,57,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,30,no,no,unknown,23,may,186,1,-1,0,unknown,no
30,services,married,primary,no,1015,yes,no,cellular,30,jul,11,8,-1,0,unknown,no
46,blue-collar,divorced,primary,no,916,yes,no,cellular,11,may,472,2,-1,0,unknown,no
57,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52,1,-1,0,unknown,no
40,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605,6,-1,0,unknown,yes
56,housemaid,married,primary,no,82,no,no,unknown,16,may,215,1,-1,0,unknown,no
32,management,married,tertiary,no,440,no,no,cellular,5,aug,377,3,-1,0,unknown,no
54,technician,divorced,secondary,no,7449,yes,no,unknown,19,may,235,7,-1,0,unknown,no
31,services,single,secondary,no,456,yes,no,cellular,28,jul,322,11,-1,0,unknown,no
35,unemployed,married,unknown,no,144,no,no,cellular,30,jul,187,3,-1,0,unknown,no
34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes
55,management,married,tertiary,no,154,no,no,telephone,11,may,70,2,367,3,failure,no
52,management,married,tertiary,no,502,no,no,unknown,17,jun,637,3,-1,0,unknown,no
38,services,married,secondary,no,-349,yes,no,cellular,20,apr,111,2,328,5,failure,no
43,admin.,single,secondary,no,275,yes,no,unknown,12,may,457,4,-1,0,unknown,no
39,admin.,single,tertiary,no,23,no,no,unknown,11,jun,162,3,-1,0,unknown,no
34,management,married,tertiary,no,1048,no,no,cellular,7,aug,73,2,-1,0,unknown,no
25,student,single,secondary,no,1765,yes,no,telephone,14,apr,111,3,326,2,failure,no
30,management,single,secondary,no,-62,no,yes,cellular,30,jul,117,17,-1,0,unknown,no
55,admin.,married,tertiary,no,59,yes,no,cellular,11,may,51,1,305,1,failure,no
29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,53,1,346,1,failure,no
48,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,153,1,-1,0,unknown,no
45,management,married,tertiary,no,1363,yes,no,unknown,15,may,657,5,-1,0,unknown,no
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,yes
37,blue-collar,married,secondary,no,0,yes,no,cellular,2,apr,473,1,-1,0,unknown,no
39,management,married,secondary,no,363,yes,yes,cellular,11,feb,67,1,209,1,failure,no
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,yes
29,management,married,tertiary,no,620,yes,no,unknown,18,jun,72,3,-1,0,unknown,no
27,management,single,tertiary,no,134,yes,yes,unknown,7,may,68,3,-1,0,unknown,no
45,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
58,management,divorced,tertiary,no,108,no,no,cellular,12,aug,231,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,1067,yes,no,unknown,21,may,39,2,-1,0,unknown,no
49,management,divorced,tertiary,no,351,yes,no,cellular,21,jul,356,2,-1,0,unknown,no
55,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
39,technician,divorced,secondary,no,511,no,yes,cellular,23,jul,148,1,-1,0,unknown,no
30,technician,single,secondary,no,8826,yes,no,cellular,20,apr,90,3,151,3,other,no
58,housemaid,divorced,primary,no,0,no,no,unknown,18,jun,290,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,781,yes,no,unknown,27,may,749,2,-1,0,unknown,no
26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,no
44,services,married,secondary,no,1872,yes,no,cellular,6,may,175,1,322,3,failure,no
50,management,married,tertiary,no,383,no,yes,cellular,11,jul,502,2,-1,0,unknown,no
38,technician,single,secondary,no,614,yes,no,unknown,20,may,116,1,-1,0,unknown,no
54,technician,divorced,secondary,no,0,yes,no,cellular,28,jan,87,2,-1,0,unknown,no
41,technician,married,secondary,no,288,yes,no,unknown,15,may,221,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,unknown,yes
59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,no
55,management,married,secondary,no,51,no,no,cellular,8,jul,102,1,-1,0,unknown,no
38,management,married,secondary,no,794,yes,no,unknown,6,jun,50,3,-1,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,no
38,technician,single,tertiary,no,2350,no,no,cellular,30,jul,101,2,-1,0,unknown,no
30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,1,-1,0,unknown,no
56,services,married,secondary,no,1860,yes,no,unknown,20,jun,129,5,-1,0,unknown,no
57,services,married,secondary,no,2476,yes,no,cellular,7,aug,239,1,459,1,success,no
57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,yes
29,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,1,-1,0,unknown,yes
26,student,single,unknown,no,689,no,no,cellular,25,may,678,2,-1,0,unknown,yes
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
43,management,married,tertiary,no,4016,yes,no,cellular,14,aug,159,2,-1,0,unknown,no
57,technician,married,secondary,no,0,no,no,cellular,22,aug,527,6,-1,0,unknown,no
45,admin.,married,secondary,no,356,no,no,cellular,25,aug,42,6,-1,0,unknown,no
44,technician,married,secondary,no,331,yes,no,cellular,20,aug,256,4,-1,0,unknown,no
54,entrepreneur,married,unknown,no,1956,no,no,cellular,19,nov,221,5,-1,0,unknown,no
50,blue-collar,married,secondary,no,2719,yes,no,cellular,14,may,97,2,-1,0,unknown,no
60,retired,married,tertiary,no,1336,no,no,unknown,18,jun,324,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,286,yes,no,cellular,15,may,158,1,365,4,other,no
46,admin.,married,secondary,no,-522,yes,no,cellular,27,mar,243,3,239,13,other,yes
25,blue-collar,single,secondary,no,218,no,yes,cellular,7,jul,448,1,-1,0,unknown,no
45,technician,married,secondary,no,34,no,no,telephone,27,aug,96,7,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,16,may,274,8,-1,0,unknown,no
34,self-employed,married,tertiary,no,980,no,no,cellular,8,jul,243,1,348,3,failure,no
40,services,divorced,secondary,no,105,yes,no,unknown,6,may,189,2,-1,0,unknown,no
46,management,divorced,tertiary,no,770,yes,no,unknown,16,may,94,1,-1,0,unknown,no
36,management,married,tertiary,no,-26,no,no,cellular,17,apr,214,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,143,1,-1,0,unknown,no
37,management,single,tertiary,no,1093,yes,no,cellular,21,nov,21,6,113,2,other,no
58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,no
49,blue-collar,married,secondary,no,5058,no,no,cellular,12,may,255,2,357,4,failure,no
45,blue-collar,married,primary,no,532,yes,no,unknown,14,may,137,2,-1,0,unknown,no
43,blue-collar,married,primary,no,-77,yes,no,unknown,8,may,468,1,-1,0,unknown,no
39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
39,management,single,tertiary,no,5047,no,no,cellular,29,apr,218,4,-1,0,unknown,yes
58,management,married,tertiary,no,246,yes,no,cellular,7,may,245,2,288,2,failure,no
26,unemployed,single,secondary,no,771,no,no,cellular,22,jun,113,1,109,1,failure,no
